TOTAL	consts	13905
TOTAL	const_rej	7007
TOTAL	thms	150439
TOTAL	thm_rej	62880
CASCC	AList.map_default_rel	1
CASCC	Code_Evaluation.Const	35
CASCC	Dlist.dlist.Abs_dlist	8
CASCC	HOL.equal_class.equal	553
CASCC	Lifting.rel_pred_comp	1
CASCC	List.arg_min_list_rel	1
CASCC	List.successively_rel	3
CASCC	Matrix.square_mat_rel	3
CASCC	Missing_List.span_rel	1
CASCC	Nat.class.ring_char_0	52
CASCC	Nat.ring_char_0_class	3
CASCC	Nat.semiring_1.of_nat	8
CASCC	Nitpick.norm_frac_rel	3
CASCC	Num.class.neg_numeral	83
CASCC	Num.neg_numeral_class	3
CASCC	Orderings.class.order	122
CASCC	Orderings.order_class	8
CASCC	Polynomial.pderiv_rel	3
CASCC	Random_Pred.iter'_rel	1
CASCC	Rat.field_char_0.Rats	3
CASCC	RatFPS.random_aux_fps	1
CASCC	Resultant.mk_poly_sub	1
CASCC	Rings.class.comm_ring	7
CASCC	Rings.class.mult_zero	13
CASCC	Rings.comm_ring_class	4
CASCC	Rings.mult_zero_class	3
CASCC	Saturated.sat.Abs_sat	7
CASCC	Stirling.Stirling_rel	1
CASCC	Stirling.stirling_rel	1
CASCC	String.char.size_char	3
CASCC	Type_Length.class.len	7
CASCC	Type_Length.len_class	2
CASCC	Typerep.typerep_class	5
CASCC	Uprod.uprod.Abs_uprod	5
CASCC	Uprod.uprod.Rep_uprod	7
CASCC	BNF_Composition.id_bnf	32
CASCC	Code_Evaluation.valapp	9
CASCC	Countable.nth_item_rel	4
CASCC	Dlist.random_aux_dlist	1
CASCC	Eratosthenes.sieve_rel	1
CASCC	GCD.class.semiring_Gcd	56
CASCC	GCD.class.semiring_gcd	149
CASCC	GCD.semiring_Gcd_class	3
CASCC	GCD.semiring_gcd_class	5
CASCC	Groups.class.group_add	63
CASCC	Groups.group_add_class	6
CASCC	Lattices.class.lattice	49
CASCC	Lattices.lattice_class	7
CASCC	List.interval.interval	2
CASCC	List.linorder.sort_key	55
CASCC	Mod_Type.mod_type.Abs'	2
CASCC	Multiset.linorder.part	5
CASCC	Newton_Interpolation.b	3
CASCC	Newton_Interpolation.c	1
CASCC	Newton_Interpolation.f	2
CASCC	Newton_Interpolation.x	2
CASCC	Num.neg_numeral.is_num	1
CASCC	Numeral_Type.Abs_bit0'	7
CASCC	Numeral_Type.Abs_bit1'	7
CASCC	Orderings.class.no_bot	14
CASCC	Orderings.class.no_top	19
CASCC	Orderings.no_bot_class	2
CASCC	Orderings.no_top_class	2
CASCC	Poly_Mapping.zero.when	12
CASCC	Quotient_Type.eqv.quot	3
CASCC	Rings.class.semiring_0	13
CASCC	Rings.class.semiring_1	72
CASCC	Rings.semiring_0_class	5
CASCC	Rings.semiring_1_class	8
CASCC	Sturm_Tarski.smods_rel	3
CASCC	Type_Length.len0_class	4
CASCC	Uprod.random_aux_uprod	1
CASCC	Bernoulli.bernoulli_rel	1
CASCC	Budan_Fourier.pders_rel	3
CASCC	Cardinality.card2_class	2
CASCC	Cardinality.class.card2	6
CASCC	Code_Lazy.lazy.Abs_lazy	7
CASCC	Code_Lazy.lazy.Rep_lazy	10
CASCC	Finite_Set.class.finite	11
CASCC	Finite_Set.finite_class	4
CASCC	Fraction_Field.cr_fract	1
CASCC	Groups.class.monoid_add	33
CASCC	Groups.monoid_add_class	5
CASCC	List.class.interval_bot	7
CASCC	List.class.interval_top	7
CASCC	List.interval_bot_class	3
CASCC	List.interval_top_class	3
CASCC	ListVector.zipwith0_rel	1
CASCC	Mod_Type.class.mod_type	89
CASCC	Mod_Type.mod_type_class	4
CASCC	Nat.old.nat.rec_set_nat	1
CASCC	Num.neg_numeral.dbl_dec	2
CASCC	Num.neg_numeral.dbl_inc	2
CASCC	Quotient_Type.eqv_class	4
CASCC	Rat.field_char_0.of_rat	2
CASCC	Rings.class.comm_ring_1	25
CASCC	Rings.class.idom_divide	8
CASCC	Rings.class.idom_modulo	6
CASCC	Rings.comm_ring_1_class	8
CASCC	Rings.idom_divide_class	3
CASCC	Rings.idom_modulo_class	3
CASCC	Rings.unit_factor_class	3
CASCC	Set_Interval.ord.atMost	80
CASCC	Stream.stream.bd_stream	1
CASCC	Sum_Type.random_aux_sum	1
CASCC	Time_Functions.T_tl_rel	3
CASCC	Transcendental.class.ln	7
CASCC	Transcendental.ln_class	3
CASCC	Tree.linorder.heap_sumC	2
CASCC	Cardinality.CARD_1_class	2
CASCC	Cardinality.class.CARD_1	6
CASCC	Cycles.cycle_of_list_rel	1
CASCC	Enum.random_aux_finite_1	1
CASCC	Enum.random_aux_finite_2	1
CASCC	Enum.random_aux_finite_3	1
CASCC	Enum.random_aux_finite_4	1
CASCC	Enum.random_aux_finite_5	1
CASCC	FSet.exhaustive_fset_rel	1
CASCC	FSet.random_aux_fset_rel	1
CASCC	Filter.filter.Abs_filter	16
CASCC	Filter.filter.Rep_filter	10
CASCC	Finite_Map.fmap.Abs_fmap	23
CASCC	Fraction_Field.pcr_fract	7
CASCC	GCD.semiring_gcd.Gcd_fin	2
CASCC	GCD.semiring_gcd.Lcm_fin	2
CASCC	Groups.class.monoid_mult	39
CASCC	Groups.monoid_mult_class	8
CASCC	IArray.random_aux_iarray	1
CASCC	Lattices_Big.ord.arg_max	11
CASCC	Lattices_Big.ord.arg_min	11
CASCC	List.linorder.insort_key	67
CASCC	Log_Nat.ceillog2_aux_rel	1
CASCC	Missing_List.filter2_rel	1
CASCC	Missing_List.mem_idx_rel	1
CASCC	Mod_Type.mod_type.to_nat	2
CASCC	Newton_Interpolation.Xij	1
CASCC	Option.random_aux_option	1
CASCC	Orderings.class.linorder	305
CASCC	Orderings.class.preorder	189
CASCC	Orderings.linorder_class	6
CASCC	Orderings.order.Greatest	29
CASCC	Orderings.preorder_class	4
CASCC	Parity.class.ring_parity	7
CASCC	Parity.ring_parity_class	3
CASCC	Polynomial.poly.Abs_poly	31
CASCC	Random_Sequence.iter_rel	1
CASCC	RatFPS.ratfps.Abs_ratfps	12
CASCC	RatFPS.ratfps.Rep_ratfps	29
CASCC	Rings.class.idom_abs_sgn	22
CASCC	Rings.class.ordered_ring	13
CASCC	Rings.class.zero_neq_one	15
CASCC	Rings.idom_abs_sgn_class	4
CASCC	Rings.ordered_ring_class	3
CASCC	Rings.zero_neq_one_class	3
CASCC	Set_Interval.ord.atLeast	79
CASCC	Stream.random_aux_stream	1
CASCC	Sturm_Tarski.changes_rel	1
CASCC	Time_Functions.T_fst_rel	2
CASCC	Time_Functions.T_nth_rel	3
CASCC	Time_Functions.T_rev_rel	3
CASCC	Time_Functions.T_snd_rel	2
CASCC	Time_Functions.itrev_rel	1
CASCC	Transfer.transfer_forall	2
CASCC	Word.semiring_1.unsigned	2
CASCC	Comparator.comp.size_comp	6
CASCC	Conjugate.class.conjugate	8
CASCC	Conjugate.conjugate_class	3
CASCC	Countable.class.countable	6
CASCC	Countable.countable_class	4
CASCC	Enum.class.finite_lattice	13
CASCC	Enum.finite_lattice_class	8
CASCC	Extended.inf_extended_rel	1
CASCC	Extended.sup_extended_rel	1
CASCC	FSet.comm_monoid_add.fsum	2
CASCC	Fields.class.field_axioms	3
CASCC	Fields.class.field_char_0	18
CASCC	Fields.field_char_0_class	4
CASCC	Group_Sort.groupsort.sort	6
CASCC	Groups.ab_group_add_class	9
CASCC	Groups.class.ab_group_add	41
CASCC	IArray.iarray.size_iarray	3
CASCC	Interval.split_domain_rel	1
CASCC	Lattices_Big.linorder.Max	116
CASCC	Lattices_Big.linorder.Min	113
CASCC	List_Index.remove_nth_rel	1
CASCC	Matrix.diag_block_mat_rel	1
CASCC	Matrix.unit_vecs_last_rel	1
CASCC	Missing_List.fold_map_rel	1
CASCC	Missing_List.min_list_rel	1
CASCC	Nat.class.semiring_char_0	45
CASCC	Nat.semiring_1.of_nat_aux	1
CASCC	Nat.semiring_char_0_class	3
CASCC	Option.option.size_option	5
CASCC	Orderings.class.order_bot	19
CASCC	Orderings.class.order_top	16
CASCC	Orderings.class.wellorder	26
CASCC	Orderings.order_bot_class	3
CASCC	Orderings.order_top_class	3
CASCC	Orderings.wellorder_class	2
CASCC	Primes.class.finite_field	6
CASCC	Primes.finite_field_class	5
CASCC	Quickcheck_Narrowing.conv	4
CASCC	Quotient_Type.class.equiv	11
CASCC	Quotient_Type.equiv_class	2
CASCC	RatFPS.ratfps_nth_aux_rel	1
CASCC	Rings.class.comm_semiring	7
CASCC	Rings.class.zero_less_one	7
CASCC	Rings.comm_semiring_class	3
CASCC	Rings.zero_less_one_class	4
CASCC	Set_Interval.ord.lessThan	69
CASCC	Time_Functions.T2_map_rel	3
CASCC	Time_Functions.T_drop_rel	3
CASCC	Time_Functions.T_take_rel	3
CASCC	Transfer.transfer_bforall	2
CASCC	Transfer.transfer_implies	2
CASCC	Uprod.commute.Abs_commute	8
CASCC	Bit_Operations.and_num_rel	1
CASCC	Bit_Operations.xor_num_rel	1
CASCC	Comparator.random_aux_comp	1
CASCC	Complex.random_aux_complex	1
CASCC	Extended.plus_extended_rel	1
CASCC	Extended_Nat.enat.Abs_enat	6
CASCC	Extended_Nat.enat.Rep_enat	6
CASCC	Extended_Nat.enat.rec_enat	4
CASCC	Fields.class.division_ring	66
CASCC	Fields.class.field_abs_sgn	9
CASCC	Fields.division_ring_class	4
CASCC	Fields.field_abs_sgn_class	3
CASCC	Finite_Map.random_aux_fmap	1
CASCC	Gamma_Function.Gamma_class	3
CASCC	Gamma_Function.class.Gamma	10
CASCC	Group_Sort.groupsort.group	2
CASCC	Groups.class.semigroup_add	10
CASCC	Groups.semigroup_add_class	5
CASCC	Is_Rat_To_Rat.class.is_rat	7
CASCC	Is_Rat_To_Rat.is_rat_class	2
CASCC	List.class.interval_axioms	2
CASCC	List.interval.all_interval	2
CASCC	Matrix.unit_vecs_first_rel	1
CASCC	Mod_Type.mod_type.from_nat	2
CASCC	Newton_Interpolation.xij_f	2
CASCC	Num.class.semiring_numeral	16
CASCC	Num.semiring_numeral_class	3
CASCC	Numeral_Type.bit0.Abs_bit0	18
CASCC	Numeral_Type.bit0.Rep_bit0	29
CASCC	Numeral_Type.bit1.Abs_bit1	18
CASCC	Numeral_Type.bit1.Rep_bit1	30
CASCC	Numeral_Type.num0.Abs_num0	5
CASCC	Numeral_Type.num0.Rep_num0	6
CASCC	Numeral_Type.num1.Abs_num1	4
CASCC	Numeral_Type.num1.Rep_num1	8
CASCC	Old_Datatype.node.Abs_Node	8
CASCC	Old_Datatype.node.Rep_Node	7
CASCC	Parallel.random_aux_future	1
CASCC	Polynomial.plus_coeffs_rel	1
CASCC	Polynomial.random_aux_poly	1
CASCC	Predicate.iterate_upto_rel	3
CASCC	Product_Type.prod.Abs_prod	5
CASCC	Product_Type.prod.Rep_prod	6
CASCC	Product_Type.unit.Abs_unit	5
CASCC	Product_Type.unit.Rep_unit	6
CASCC	Random_Sequence.Random_rel	1
CASCC	Rings.class.divide_trivial	9
CASCC	Rings.class.semidom_divide	20
CASCC	Rings.class.semidom_modulo	16
CASCC	Rings.divide_trivial_class	5
CASCC	Rings.semidom_divide_class	5
CASCC	Rings.semidom_modulo_class	4
CASCC	Rings.zero_neq_one.of_bool	3
CASCC	String.literal.Abs_literal	14
CASCC	Time_Functions.T_itrev_rel	3
CASCC	Typerep.typerep.typerep_of	2
CASCC	Cardinality.card_UNIV_class	2
CASCC	Cardinality.class.card_UNIV	6
CASCC	Catalan_Numbers.catalan_rel	1
CASCC	Complete_Lattices.Inf_class	8
CASCC	Complete_Lattices.Sup_class	4
CASCC	Extended_Nat.infinity_class	3
CASCC	Extended_Real.abs_ereal_rel	5
CASCC	Extended_Real.sgn_ereal_rel	5
CASCC	Groups.class.semigroup_mult	9
CASCC	Groups.semigroup_mult_class	4
CASCC	Lattices_Big.ord.arg_max_on	11
CASCC	Lattices_Big.ord.arg_min_on	11
CASCC	Lattices_Big.ord.is_arg_max	11
CASCC	Lattices_Big.ord.is_arg_min	11
CASCC	Orderings.class.dense_order	8
CASCC	Orderings.dense_order_class	4
CASCC	Parallel.future.size_future	3
CASCC	Quotient_Type.quot.Abs_quot	5
CASCC	Quotient_Type.quot.Rep_quot	6
CASCC	Rings.class.comm_semiring_0	10
CASCC	Rings.class.comm_semiring_1	139
CASCC	Rings.class.linordered_idom	195
CASCC	Rings.class.linordered_ring	14
CASCC	Rings.class.semiring_axioms	3
CASCC	Rings.class.semiring_modulo	16
CASCC	Rings.comm_semiring_0_class	4
CASCC	Rings.comm_semiring_1_class	4
CASCC	Rings.linordered_idom_class	6
CASCC	Rings.linordered_ring_class	5
CASCC	Rings.semiring_modulo_class	4
CASCC	Sturm_Theorem.sturm_aux_rel	3
CASCC	Time_Functions.T_append_rel	3
CASCC	Time_Functions.T_size_class	3
CASCC	Tree_Multiset.mset_tree_rel	1
CASCC	Coinductive_List.llist.lnull	225
CASCC	Coinductive_List.ord.lsorted	128
CASCC	Continued_Fractions.conv_rel	1
CASCC	Dirichlet_Series.fds.Abs_fds	7
CASCC	Dirichlet_Series.fds.Rep_fds	10
CASCC	Extended.random_aux_extended	1
CASCC	Extended.uminus_extended_rel	1
CASCC	Extended_Nat.random_aux_enat	1
CASCC	Extended_Real.less_ereal_rel	10
CASCC	Extended_Real.plus_ereal_rel	8
CASCC	Fraction_Field.idom.fractrel	2
CASCC	GCD.semiring_1.semiring_char	2
CASCC	Groups.class.comm_monoid_add	34
CASCC	Groups.comm_monoid_add_class	12
CASCC	Missing_List.distinct_eq_rel	3
CASCC	Missing_List.remdups_gen_rel	1
CASCC	Orderings.class.order_axioms	3
CASCC	Parity.class.semiring_parity	40
CASCC	Parity.semiring_parity_class	4
CASCC	Primes.class.idom_prime_char	5
CASCC	Primes.idom_prime_char_class	3
CASCC	Product_Type.random_aux_prod	1
CASCC	Product_Type.random_aux_unit	1
CASCC	Quickcheck_Exhaustive.setify	2
CASCC	Rings.class.ordered_ring_abs	7
CASCC	Rings.class.ordered_semiring	11
CASCC	Rings.ordered_ring_abs_class	3
CASCC	Rings.ordered_semiring_class	4
CASCC	Set_Interval.ord.greaterThan	64
CASCC	Sorting_Algorithms.merge_rel	5
CASCC	State_Monad.random_aux_state	1
CASCC	State_Monad.state.size_state	3
CASCC	Sum_Type.old.sum.rec_set_sum	1
CASCC	Time_Functions.T2_filter_rel	3
CASCC	Tree.linorder_class.heap_rel	3
CASCC	Typerep.typerep.size_typerep	2
CASCC	Cardinality.class.finite_UNIV	7
CASCC	Cardinality.finite_UNIV_class	3
CASCC	Code_Evaluation.term_of_class	4
CASCC	Continued_Fractions.conv'_rel	1
CASCC	Descartes_Sign_Rule.psums_rel	1
CASCC	Extended.less_eq_extended_rel	3
CASCC	Extended_Real.times_ereal_rel	11
CASCC	FSet.full_exhaustive_fset_rel	1
CASCC	Field_as_Ring.field.mod_field	2
CASCC	Fields.class.linordered_field	140
CASCC	Fields.linordered_field_class	4
CASCC	GCD.class.semiring_Gcd_axioms	2
CASCC	GCD.class.semiring_gcd_axioms	2
CASCC	Group_Sort.groupsort.part_aux	10
CASCC	Groups.ab_semigroup_add_class	7
CASCC	Groups.class.ab_semigroup_add	14
CASCC	Groups.class.comm_monoid_diff	7
CASCC	Groups.class.comm_monoid_mult	50
CASCC	Groups.class.group_add_axioms	3
CASCC	Groups.comm_monoid_diff_class	2
CASCC	Groups.comm_monoid_mult_class	7
CASCC	Lazy_Sequence.small_lazy'_rel	3
CASCC	List.linorder.stable_sort_key	4
CASCC	Missing_List.concat_lists_rel	1
CASCC	Nat_Bijection.list_decode_rel	4
CASCC	Nat_Bijection.list_encode_rel	1
CASCC	Orderings.class.no_bot_axioms	3
CASCC	Orderings.class.no_top_axioms	3
CASCC	Preorder.class.preorder_equiv	18
CASCC	Preorder.preorder_equiv.equiv	2
CASCC	Preorder.preorder_equiv_class	2
CASCC	Primes.class.field_prime_char	6
CASCC	Primes.field_prime_char_class	4
CASCC	Quickcheck_Narrowing.map_cons	1
CASCC	Real_Vector_Spaces.dist_class	4
CASCC	Real_Vector_Spaces.norm_class	3
CASCC	Rings.algebraic_semidom_class	4
CASCC	Rings.class.algebraic_semidom	103
CASCC	Rings.class.ordered_comm_ring	5
CASCC	Rings.class.semiring_0_cancel	5
CASCC	Rings.class.semiring_1_cancel	12
CASCC	Rings.ordered_comm_ring_class	3
CASCC	Rings.semiring_0_cancel_class	3
CASCC	Rings.semiring_1_cancel_class	5
CASCC	Sorting_Algorithms.sorted_rel	3
CASCC	State_Monad.traverse_list_rel	1
CASCC	Topological_Spaces.open_class	5
CASCC	Zorn.pred_on.suc_Union_closed	41
CASCC	Arcwise_Connected.dyad_rec_rel	12
CASCC	Bell_Numbers.Bell_list_aux_rel	1
CASCC	Bit_Operations.and_not_num_rel	1
CASCC	Cardinality.class.card2_axioms	3
CASCC	Catalan_Numbers.tree.size_tree	4
CASCC	Extended_Real.ereal.size_ereal	6
CASCC	Extended_Real.random_aux_ereal	1
CASCC	Extended_Real.uminus_ereal_rel	1
CASCC	Extended_Sturm.changes_alt_rel	1
CASCC	Factorial.semiring_char_0.fact	2
CASCC	Fraction_Field.fract.Abs_fract	5
CASCC	Fraction_Field.fract.Rep_fract	7
CASCC	Groups.ab_semigroup_mult_class	3
CASCC	Groups.class.ab_semigroup_mult	10
CASCC	Groups.class.monoid_add_axioms	3
CASCC	Groups_Big.comm_monoid_add.sum	30
CASCC	Inductive.complete_lattice.gfp	2
CASCC	Inductive.complete_lattice.lfp	2
CASCC	Inner_Product.class.real_inner	60
CASCC	Inner_Product.real_inner_class	7
CASCC	Lattices.bounded_lattice_class	4
CASCC	Lattices.class.bounded_lattice	10
CASCC	Lattices.class.distrib_lattice	25
CASCC	Lattices.class.semilattice_inf	38
CASCC	Lattices.class.semilattice_sup	35
CASCC	Lattices.distrib_lattice_class	2
CASCC	Lattices.semilattice_inf_class	5
CASCC	Lattices.semilattice_sup_class	4
CASCC	Lazy_Sequence.iterate_upto_rel	3
CASCC	Lazy_Sequence.small_lazy_class	3
CASCC	Matrix.comm_monoid_add.sum_mat	2
CASCC	Missing_List.is_partition_impl	1
CASCC	Mod_Type.class.mod_type_axioms	3
CASCC	Multiset.multiset.Abs_multiset	23
CASCC	Orderings.class.dense_linorder	28
CASCC	Orderings.dense_linorder_class	4
CASCC	Primes.class.enum_finite_field	7
CASCC	Primes.enum_finite_field_class	2
CASCC	Quickcheck_Narrowing.non_empty	6
CASCC	Quickcheck_Random.random_class	3
CASCC	Rings.class.linordered_semidom	75
CASCC	Rings.class.ordered_semiring_0	11
CASCC	Rings.class.ordered_semiring_1	18
CASCC	Rings.linordered_semidom_class	5
CASCC	Rings.ordered_semiring_0_class	4
CASCC	Rings.ordered_semiring_1_class	4
CASCC	Set_Interval.ord.atLeastAtMost	165
CASCC	String.comm_semiring_1.of_char	2
CASCC	Time_Functions.T_size_list_rel	3
CASCC	Transcendental.class.ln_axioms	3
CASCC	Unique_Factorization.class.ufd	15
CASCC	Unique_Factorization.ufd_class	2
CASCC	Utility.sorted_list_subset_rel	1
CASCC	Catalan_Numbers.catalan_aux_rel	3
CASCC	Catalan_Numbers.random_aux_tree	1
CASCC	Coinductive_List.llist.bd_llist	1
CASCC	DigitsInBase.LEeval_as_base_rel	1
CASCC	Extended.extended.size_extended	7
CASCC	Extended_Real.inverse_ereal_rel	5
CASCC	Extended_Real.real_of_ereal_rel	5
CASCC	Formal_Power_Series.compinv_rel	1
CASCC	Formal_Power_Series.fps.Abs_fps	239
CASCC	Formal_Power_Series.radical_rel	6
CASCC	Groups.class.monoid_mult_axioms	3
CASCC	Groups_Big.comm_monoid_add.sum'	2
CASCC	Groups_List.monoid_add.sum_list	12
CASCC	Lazy_Eval.random_aux_cmp_result	1
CASCC	List.linorder.insort_insert_key	29
CASCC	Missing_Ring.class.ordered_idom	10
CASCC	Missing_Ring.ordered_idom_class	3
CASCC	Nth_Powers.nth_root_nat_aux_rel	3
CASCC	Orderings.class.linorder_axioms	3
CASCC	Pell_Algorithm.pell_mul_nat_rel	1
CASCC	Permutations.adj_transp_seq_rel	3
CASCC	Phantom_Type.random_aux_phantom	1
CASCC	Polynomial.divide_poly_main_rel	1
CASCC	Pratt_Certificate.build_fpc_rel	1
CASCC	Pratt_Certificate.size_cert_rel	1
CASCC	Product_Type.internal_case_prod	2
CASCC	Quickcheck_Narrowing.drawn_from	1
CASCC	Real_Vector_Spaces.banach_class	4
CASCC	Real_Vector_Spaces.class.banach	6
CASCC	Real_Vector_Spaces.scaleR_class	3
CASCC	Ring.ring.ring_ext.Abs_ring_ext	4
CASCC	Ring.ring.ring_ext.Rep_ring_ext	6
CASCC	Rings.algebraic_semidom.coprime	2
CASCC	Rings.class.idom_abs_sgn_axioms	3
CASCC	Rings.class.linordered_semiring	8
CASCC	Rings.linordered_semiring_class	4
CASCC	Topological_Spaces.t2_space.Lim	2
CASCC	Tree_Multiset.subtrees_mset_rel	1
CASCC	Unique_Factorization.dvd.is_gcd	7
CASCC	Code_Numeral.natural.rec_natural	4
CASCC	Complete_Partial_Order.ccpo.fixp	126
CASCC	Continued_Fractions.conv_gen_rel	3
CASCC	Continued_Fractions.conv_num_rel	1
CASCC	Dirichlet_Series.class.nat_power	15
CASCC	Dirichlet_Series.nat_power_class	3
CASCC	Discrete_Functions.floor_log_rel	1
CASCC	Enum.class.finite_lattice_axioms	3
CASCC	Formal_Power_Series.gcompinv_rel	1
CASCC	Groups.class.ab_group_add_axioms	3
CASCC	Groups_Big.comm_monoid_mult.prod	2
CASCC	Infinite_Set.wellorder.enumerate	2
CASCC	List.linorder.sorted_list_of_set	119
CASCC	Missing_List.find_map_filter_rel	1
CASCC	Multiseries_Expansion.lcoeff_rel	1
CASCC	Multiseries_Expansion.ms.size_ms	3
CASCC	Multiset.subset_eq_mset_impl_rel	1
CASCC	Nat.class.semiring_char_0_axioms	2
CASCC	Orderings.class.order_bot_axioms	3
CASCC	Orderings.class.order_top_axioms	3
CASCC	Orderings.class.wellorder_axioms	3
CASCC	Pratt_Certificate.size_pratt_rel	1
CASCC	Pratt_Certificate.valid_cert_rel	3
CASCC	Primes.class.semiring_prime_char	12
CASCC	Primes.semiring_prime_char_class	7
CASCC	Quickcheck_Narrowing.around_zero	4
CASCC	Rings.class.comm_semiring_axioms	3
CASCC	Rings.class.zero_less_one_axioms	3
CASCC	Set_Interval.ord.atLeastLessThan	79
CASCC	Bit_Operations.or_not_num_neg_rel	1
CASCC	Coinductive_List.random_aux_llist	1
CASCC	Complete_Partial_Order.ccpo_class	3
CASCC	Complete_Partial_Order.class.ccpo	117
CASCC	Conjugate.class.conjugatable_ring	13
CASCC	Conjugate.conjugatable_ring_class	5
CASCC	Enum.class.finite_distrib_lattice	7
CASCC	Enum.finite_distrib_lattice_class	3
CASCC	Fields.class.division_ring_axioms	3
CASCC	Formal_Laurent_Series.fls.Abs_fls	46
CASCC	Gamma_Function.class.Gamma_axioms	2
CASCC	Groups.cancel_semigroup_add_class	2
CASCC	Groups.class.cancel_semigroup_add	12
CASCC	Groups.class.ordered_ab_group_add	54
CASCC	Groups.ordered_ab_group_add_class	10
CASCC	Groups_Big.comm_monoid_mult.prod'	2
CASCC	Groups_List.monoid_mult.prod_list	2
CASCC	Infinite_Typeclass.class.infinite	10
CASCC	Infinite_Typeclass.infinite_class	2
CASCC	Is_Rat_To_Rat.class.is_rat_axioms	2
CASCC	Lazy_Sequence.small_lazy_list_rel	1
CASCC	Multiseries_Expansion.plus_ms_rel	1
CASCC	Multiset.comm_monoid_add.sum_mset	5
CASCC	Nat_Bijection.prod_decode_aux_rel	1
CASCC	Phantom_Type.phantom.size_phantom	3
CASCC	Polynomial.alg_closed_field_class	5
CASCC	Polynomial.class.alg_closed_field	7
CASCC	Polynomial.pderiv_coeffs_code_rel	1
CASCC	Polynomial.pseudo_divmod_main_rel	1
CASCC	Primes.check_prime_by_range_class	3
CASCC	Primes.class.check_prime_by_range	11
CASCC	Primes.class.comm_ring_prime_char	5
CASCC	Primes.comm_ring_prime_char_class	3
CASCC	Rings.class.linordered_semiring_1	7
CASCC	Rings.class.normalization_semidom	85
CASCC	Rings.class.ordered_comm_semiring	7
CASCC	Rings.class.ring_no_zero_divisors	5
CASCC	Rings.class.semidom_divide_axioms	3
CASCC	Rings.linordered_semiring_1_class	4
CASCC	Rings.normalization_semidom_class	5
CASCC	Rings.ordered_comm_semiring_class	3
CASCC	Rings.ring_no_zero_divisors_class	3
CASCC	Sigma_Algebra.measure.Abs_measure	6
CASCC	Sigma_Algebra.measure.Rep_measure	9
CASCC	Sublist.longest_common_prefix_rel	1
CASCC	Topological_Spaces.class.t0_space	7
CASCC	Topological_Spaces.class.t1_space	14
CASCC	Topological_Spaces.class.t2_space	16
CASCC	Topological_Spaces.class.t3_space	7
CASCC	Topological_Spaces.class.t4_space	6
CASCC	Topological_Spaces.t0_space_class	2
CASCC	Topological_Spaces.t1_space_class	2
CASCC	Topological_Spaces.t2_space_class	4
CASCC	Topological_Spaces.t3_space_class	2
CASCC	Topological_Spaces.t4_space_class	2
CASCC	Unique_Factorization.dvd.some_gcd	8
CASCC	BNF_Cardinal_Order_Relation.natLeq	37
CASCC	BNF_Cardinal_Order_Relation.stable	7
CASCC	BNF_Composition.DEADID.pred_DEADID	9
CASCC	Bit_Operations.class.semiring_bits	65
CASCC	Bit_Operations.fold2_bit_int.F_rel	12
CASCC	Bit_Operations.semiring_bits_class	4
CASCC	Cardinality.class.card_UNIV_axioms	3
CASCC	Conjugate.class.conjugatable_field	5
CASCC	Conjugate.conjugatable_field_class	3
CASCC	Continued_Fractions.conv_denom_rel	1
CASCC	Lattice_Constructions.bot.size_bot	5
CASCC	Lattice_Constructions.top.size_top	5
CASCC	Lattices.bounded_lattice_bot_class	3
CASCC	Lattices.bounded_lattice_top_class	3
CASCC	Lattices.class.bounded_lattice_bot	8
CASCC	Lattices.class.bounded_lattice_top	7
CASCC	Limits.class.topological_group_add	9
CASCC	Limits.topological_group_add_class	4
CASCC	Missing_List.union_list_sorted_rel	1
CASCC	Multiseries_Expansion.times_ms_rel	1
CASCC	Orderings.class.dense_order_axioms	3
CASCC	Pell_Algorithm.efficient_power_rel	6
CASCC	Polynomial.class.field_unit_factor	6
CASCC	Polynomial.field_unit_factor_class	3
CASCC	Polynomial.minus_poly_rev_list_rel	1
CASCC	Pratt_Certificate.pratt.size_pratt	4
CASCC	Pratt_Certificate.random_aux_pratt	1
CASCC	Product_Type.old.bool.rec_set_bool	1
CASCC	Product_Type.old.prod.rec_set_prod	1
CASCC	Product_Type.old.unit.rec_set_unit	1
CASCC	Quickcheck_Exhaustive.termify_pair	3
CASCC	Real_Vector_Spaces.class.dist_norm	8
CASCC	Real_Vector_Spaces.dist_norm_class	6
CASCC	Rings.class.comm_semiring_0_cancel	5
CASCC	Rings.class.comm_semiring_1_cancel	20
CASCC	Rings.class.linordered_idom_axioms	3
CASCC	Rings.class.linordered_ring_strict	31
CASCC	Rings.class.semiring_modulo_axioms	3
CASCC	Rings.comm_semiring_0_cancel_class	3
CASCC	Rings.comm_semiring_1_cancel_class	9
CASCC	Rings.linordered_ring_strict_class	5
CASCC	Set_Interval.ord.greaterThanAtMost	82
CASCC	Sturm_Multiple_Roots.smods_ext_rel	3
CASCC	BNF_Cardinal_Order_Relation.cardSuc	7
CASCC	BNF_Cardinal_Order_Relation.card_of	161
CASCC	BNF_Cardinal_Order_Relation.cofinal	1
CASCC	BNF_Cardinal_Order_Relation.natLess	2
CASCC	Borel_Space.topological_space.borel	2
CASCC	Cong.unique_euclidean_semiring.cong	2
CASCC	Derangements.count_derangements_rel	1
CASCC	Euclidean_Algorithm.class.field_gcd	7
CASCC	Euclidean_Algorithm.field_gcd_class	5
